Id,Category,Tweet
633821009691414000,negative,"Clever, but dishonest the way Fox manipulated the polls to get Kasich in the 10th spot, eliminating Rick Perry. https://t.co/sSkybsYuHh"
641587685942009000,negative,Congress will hold its first hearing on the Planned Parenthood controversy. Guess who wasn't invited to testify? http://t.co/kvkcKs3AcS
637997662004862000,negative,Consult a Dr. If you will watch the 2nd half of Swansea vs ManUtd over Roma vs Juventus match @ 7:00
627152870375313000,negative,Courtney Love doesn't want photos that could prove Kurt Cobain was murdered to be released. I wonder why? http://t.co/9UfObSanU7
641605619024269000,negative,Cracked my 1st iPhone ever and I'm so pissed ... Anyone know where I can get it fixed ASAP besides Apple
638674389282750000,negative,Cripes! Boris crashes from 1st to 5th in Tory grassroots leader poll (in just four months)  http://t.co/O2M8fhjJwk http://t.co/s4B1ZtZcUj
638482370627178000,negative,crying bc it's monday and there's no teen wolf
629019977312395000,negative,Dairy from cows treated with Monsanto's growth hormone may sharply increase cancer risk and other diseases. https://t.co/eGRFRbZw5z
635097205272014000,negative,Danny Drinkwater is just a plant from Michelle Obama to force healthy dietary choices on Saturday morning soccer watchers. #tcot
639196285443141000,negative,daphne_miles @LabourEoin @juliehunt1953 Yes - I am afraid you may - we are reminded- the Tory government as heartless then as now!
638252952965156000,negative,"De Rossi believes Juventus may struggle to cope this season as he does not think they have adequately replaced Tevez, Pirlo or Vidal"
636597382935916000,negative,"Dear journalists, please quit with the Joe Biden stories &amp; speculation. He's not even our 3rd choice. Sincerely, Democrats everywhere."
624955884486193000,negative,Dear ppl who attribute vocal fry trend to Britney &amp; Kim K: have you ever heard Jay-Z talk? https://t.co/5kbwMWMcII https://t.co/TGIIFPwJwr
641305747150741000,negative,debating on skipping class tomorrow bc I don't wanna deal with all the crazy people bc Obama
640540480007241000,negative,Democrats will say #BlackLivesMatter as they march you right up to the doorstep of Planned Parenthood. http://t.co/NrOXWR9bL9
641304761401278000,negative,Deplorable and wrong-headed comments by Bristol's only UKIP councillor. I hope he loses his seat in May and UKIP fold http://t.co/l4k1GggRlm
641638185773039000,negative,Did he just spoil the iPad Pro?  https://t.co/4wQWl5RhA5
630064309750599000,negative,"Did it EVER occur to anyone Monsanto may be executing honey bees w/ poison ""ROUND UP"" to CONTROL food supply by limiting natural foods??"
641602507781836000,negative,Do you know Hotels are 17th biggest business in America? Trump is 22nd largest hotel chain in America. In other words a Pipsqueak.
637908022275260000,negative,"Do you really think he gives a shit about Scottish opinion,he's  a bloody Tory after all  https://t.co/NuKghC33B4"
640886165680353000,negative,Does anyone know how to get around a disabled 5th gen ipod WITHOUT putting it into recovery mode?
631906527419305000,negative,"Don't Trust The ""New Kurt Cobain Album"": On November 6, Brett Morgen, director of the recent Kurt Cobain docum... http://t.co/MS37Dr6Apo"
621055603524284000,negative,Don't yall see what they doin they distracting us with today's kids will ever know because on July 14 Barack and Michelle obama got together
639246839301058000,negative,"Donald Trump may criticize Jeb Bush all he wishes, but he isn't able to call Jeb Bush, nor his supporters, racist like the Donald is."
641290077570772000,negative,"Donald Trump, Sarah Palin, and Ted Cruz are going to be speaking at the Capitol tomorrow and I'll be in class. Damn."
633527377193226000,negative,"Dont  underestimate the power of the pple, don't be sure Tsipras will win, many who voted Syriza the 1st won't now https://t.co/sfaYGW1k4n"
641474372230774000,negative,Dressing ghetto tomorrow with my Nike sandals no socks looks like gotta cut my toe nails
629085719596679000,negative,Dumbass christian thought Valentine's Day was on the 13th... Bye
633987786434039000,negative,"Elections seem the most probable scenario, as Tsipras made a strategic mistake... https://t.co/9wGXuyTyu2 #Greece"
637894189594845000,negative,Especially the one's who work for Tory donors &amp; circumnavigate agency rules heaping misery on our unemployed.  https://t.co/ouNovtp6Oh
641156889666035000,negative,Even the Pope thinks Cameron is a douche https://t.co/ACbeo0eGkj
641171086944694000,negative,Even when the Pope says something nice he is saying something rotten. https://t.co/BifgNJvayK
640946794923446000,negative,Everyone should most definitely not go watch Star Wars on December 18th because it'll be a terrible movie
639806473942364000,negative,Everyone's like TGIF!  And I'm over here like I work tonight. And a double tomorrow. And Sunday. And monday.  #grindin #needmoney
639822276595068000,negative,"Everytime my mom calls me I answer with ""Thank you for calling Planned Parenthood, this is Karen how may I help you abort your child today?"""
639093919024742000,negative,Exactly why I'll never buy Sony. Those 1st class ass kissers are dick pulling the media for high scores on future games. LOL. @tomwarren
640831813582061000,negative,Fantastic! Sarah Palin demands that migrants to USA 'speak American'. Can't make this stuff up. http://t.co/rxPfEubTiW
634425734258409000,negative,Far Left have one thing in common with UKIP mad conspiracy theory's about purges and they are the always victims  https://t.co/Nka4xuMPxt
635385923363057000,negative,Faux FLOTUS Michelle Obama recently floated the Sheerly repugnant suggestion that she may run for POTUS.
637737485695610000,negative,"FFS. Enough. Fuck the Daily Mail, The Sun, UKIP, Front National and all other reactionary purveyors of hatred.... http://t.co/jTrLHGCHxh"
632297821773955000,negative,"First 3 hour day of oracle tomorrow, Going to die."
641364532292521000,negative,Follow the money. Some of that $150B release to Iran is going to an Obama account! Think about it. https://t.co/FGV9UE0LXm
635822055666135000,negative,For $80 on T-Mobile U get unlimited talk/text/data while in the US/Mexico/Canada. C'mon get with the times #canadiancellphoneplanssuck
640493908716322000,negative,"Former Florida Gov. Jeb Bush said Thursday that his chief opponent, front-runner Donald Trump, is ""trying to insult his way"" to the White"
636624169862569000,negative,Former world No 1 Tiger Woods blamed his putting after struggling to an opening round score of 75 in the US PGA Championship on Thursday
632819879465218000,negative,"Found FOX NEWS Poll before debate without Rick Perry on it, this maybe why http://t.co/hBCIeCy3fT  Polls rigged? VIP http://t.co/CHiK9Vj7yV"
641281286900834000,negative,Four Hard Questions to Ask About Jeb Bush's Tax Plan: Jeb Bush's tax plan is coming out Wednesday. Expect the usual soaring language ...
625415434116927000,negative,"Friend with connections just offered to let me meet Zlatan &amp; Co. in NJ tomorrow. Alas, my body sucks and I cannot."
638993135071272000,negative,"From ""The Zen of Blair"" No 3: ""Only those who reject the Labour Party may lead it;only those who vote Tory may vote Labour. This is Newness"""
635730189595635000,negative,"From The Guardian: Benjamin Lee, 'Paul Haggis: ""shame on"" press for not asking Tom Cruise about Scientology' http://t.co/Ny1rWmhqMR"
640192324690165000,negative,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park
634469540458397000,negative,"Fuck it, I think it may be time to give Windows 10 a try.  Once I finish this download, it's time to nuke this shit from orbit."
640408515249463000,negative,fuck me I took so long to watch jurassic park and kept pausing it and then I sat on the remote and it changed channels and now its live tv
626810545073557000,negative,fucking cunt. I hope he eats Zlatan's shit in retirement league. https://t.co/blH85NzExz
641442844234903000,negative,"Fwiw, my own parental household may make me batty if ""hopeful"" Trump stays legitimate into the primaries ... I'll snap."
639528914570866000,negative,"GA Tech Game, Falcons Game, Joe Biden in town, Dragon Con, Labor Day Traffic, Rain Traffic..I may just stay the night where im at fuck it."
637777853124206000,negative,Geez..the Labour leader has to be electable because otherwise a Tory  govt will continue to do it's very worst. https://t.co/BHkhzANl3i
640329556461752000,negative,Get me Valentine's Day hearts for Feb. 14 and I'm taking it as a sign you're breaking up with me. Love won't make you eat those things.
639535268551335000,negative,Gonna look like a cunt tomorrow when I roll up with Nike jaw string bag
634881566754390000,negative,"Google Support says compatible with T-Mobile, so...guess we bug them for a new SIM tomorrow, as planned."
636285375598698000,negative,GOP leaders are willing and ready for the government to shutdown over funding of Planned Parenthood. Funding runs out September 30th.
630969108826173000,negative,Gotta love the Rick Perry delusion ... God has tricked 'Tricky Ricky'. https://t.co/Q36Zo6pHPj
636809976518938000,negative,Grandma's hiring some dude to work on her computer tomorrow.....  A bit worried.. he might try to get her to install Windows 10.
634439365729521000,negative,Guy at T-mobile: ok so just call the store tomorrow and ask for me so we can set up the phone! Me the next day: what the fuck was his name.
640003175945240000,negative,h. i'm going to make a twitter to use on my ipod at school/work tomorrow bc this fucks up my notifs
640883308201660000,negative,ha ha ha... Jeb Bush said he didn't need the base to win and he was going to prove it. But single digit 4th place in NH may be result
623846288317153000,negative,Had a dream that I saw Nirvana live and Kurt Cobain sat and split his cigarette with me afterward and told me about life. Woke up sad.
639281173621964000,negative,haha Jeb Bush is such a bore the guy in the background of this vid could totally not give a shit about this dirtbag. https://t.co/lQ57BgGTFg
640845564884578000,negative,Hahaha - Sarah Palin wants immigrants to speak 'American'. They don't make 'em much dumber than her - http://t.co/JEwngB6Udt
638180579662561000,negative,Here I am saying Kanye isn't a bad guy when these people just gave you a fucking award that Michael Jackson got c'mon bro
641176871145635000,negative,"Hey @TonyAbbottMHR, the Pope missed your communique on just looking after the Christians.  https://t.co/gDLUTXe6B2"
628299462448812000,negative,"Hey all the Kurt Cobain accounts that just followed me, he died in 1994 not 1993. April 5th to be exact."
635733268931866000,negative,Hey guys. I got home from holiday in Ballina and realised my webcam sucks so Minecraft will be out maybe tomorrow or the next day.
641013401137860000,negative,"Hey Jeb Bush, are these examples of acts of love also? Wake up dude, they want bring their craphole country to USA. https://t.co/gZkIfIs0xu"
641430507683606000,negative,Highly doubt that iPad will be covered during the #AppleEvent tomorrow. https://t.co/qndgNTztqa
637481095571746000,negative,Hillary upset Biden may run; Jeb Bush upset Trump is leading in the polls; both had family in the W.H. both feeling entitled to be next
627841613394526000,negative,Horrible news. The 17 yo girl stabbed at the Pride Parade on Thursday died of her wounds... BDE
641101803388452000,negative,How does Sarah Palin stay so tan when she lives in a state that does not see sun 50% of the year?
640648943412490000,negative,"How is sarah Palin still in politics. She was and still is the embarrassment of the Gop, but she may be out done by some douche &amp; his toupee"
635846449561927000,negative,"How r the Christian ""Right"" going 2 accept this from 1st lady when Flotus Michelle Obama got slammed 4 her bare arms http://t.co/psat2Dgitx"
631560895349542000,negative,http://t.co/iUKDKLe5Zu - Rick Perry May Be the First Establishment Casualty of the GOP's Ridiculous 2016 Primary http://t.co/vCJ1eh4nxE
641338694314491000,negative,Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old.
641452711771111000,negative,Huckabee today. Trump tomorrow. Ted Cruz about to be upstaged twice in one week.
637906686045499000,negative,I did need to check to make sure this wasn't a junior Tory minister I'd never heard of. http://t.co/ojZmIfSjje
641639811141472000,negative,I do love my iPhone 6plus but I am definitely not a fan of the fact that I just accidentally sat on it and it is now another shape...
638507228664872000,negative,I don't have the money for this NINTENDO STOP IT https://t.co/kseLZKxBYo
641379929280638000,negative,I don't see why justin thinks it's okay to work Tuesday's.. It's fall were supposed to get $1 burgers at bar Louie and blackout
629035692450906000,negative,I get way too hype about October fuck February Halloween is my Valentine's Day
640774100919554000,negative,"I got no love for Sony. They can disappear tomorrow,someone else would just replace them and try harder for consumers. @Gaming_forever1"
627732513763405000,negative,I have the worst urge to watch Jurassic World for the 4th time in theaters someone make it stop
640033823317594000,negative,I have to deal with this ipod so rest in pieces my emo snowflake fuckers. Here's to our tomorrow. Thank you for living to see today.
641348664284176000,negative,i hope justin's concert thursday gets cancelled bc of the thunder storm thats supposed to happen
639261808574902000,negative,"I hope that guy goes all out for Valentine's Day. The fkn works. Then a few days before feb 14 he checks her phone, and sees a few messages"
638791548575043000,negative,I just saw a 3rd grader talking on her I phone 6... Wtf is wrong with this world. I would be lucky to have a Nokia in 3rd grade...
631284054147493000,negative,"I like Rick Perry. Wish that news was about Graham, Jeb or Christie instead https://t.co/ikEoZP6Nze"
635966335374200000,negative,"I like T-Mobile but this upgrade having spazzed is making me uneasy. I'll ride it out for now, but another incident may make me switch."
641655921827950000,negative,"I may not like Carson, but I'm going to feel genuinely bad about Trump's mouth-breather following going after him https://t.co/iOwB2DxcP2"
639417057965154000,negative,"I mean, the rumor is that Joe Biden may run. Joe Biden."
641580147041300000,negative,I NEED to see Justin tomorrow at the today show but I can't skip class :(
640893263134588000,negative,"I never see any 21st Generations trying to copy the ""Other King"" Elvis Presley - Every goddamn artist in these days copies Michael Jackson"
637900302323187000,negative,I really haven't paid attention to Mariah Carey since I was like in 5th grade when she used to be popular
641651844717088000,negative,I really wish I didn't have work or school tomorrow bc I'd so be in the city to see Justin right now fuck my life
637517766627577000,negative,I swear watching that interview just made me wanna throw Sarah Palin and Trump in a rocket to the sun
631211448304275000,negative,I think a big part of Rick Perry's fall is simply that he is not a sitting governor this time around. May be Jeb's downfall too.
627764469729521000,negative,I think I posted surprise incest in the Golden Sun fanfic category once on Valentine's Day. I was a terrible person.
624390461462065000,negative,I think on some day's may the spirt of Kurt Cobain be with me so I dont  bitch slap everyone
640585083758379000,negative,I think Sarah Palin may have a health issue . I had a hyper - active thyroid and I still can't remember all of the odd things I said &amp; did.
633127857942867000,negative,"I think, sadly, that Kurt Cobain and Philip Seymour Hoffman may have, despite their grim deaths, glamorized the drug"
632411629246808000,negative,I told someone about how I once sat on the floor of my hotel room and watched Seinfeld for hours and they threatened to punch me.
641651794066731000,negative,"I turn 30 soon &amp; a friend went missing on a Tuesday nite, the other who has his iPhone doesn't know how to use it, &amp; I wasn't even there"
638850460653363000,negative,I was sat with my auntie who has seen Michael Jackson live &amp; I had to watch a shitty Bruno Mars tribute try to sing Billie Jean
638168995271737000,negative,"I was SO disappointed with Magic Mike XXL!!! If it would have came out first, I dont think I would have watched the 2nd one."
641641828551364000,negative,I went to class with no paper on Monday so I had to write the notes inside my book.. That's why there shouldn't be class on Labor Day
641576365486030000,negative,"I wonder does Trump know, make America great again was the Klan's 1st slogan? https://t.co/qrFMt4MbWV"
632846939537604000,negative,I wonder if my 3rd attempt to upgrade to Windows 10 will be the charm. I sure hope so it's taking several hours for each attempt.
634801318591336000,negative,I would have enjoyed Edge of Tomorrow more if Tom Cruise had to start each day by re-spawning in the bathroom of a Bubba Gump Shrimp.
636343697773195000,negative,I'd say I want to be like Kurt Cobain but I can't bear the thought of living till I'm 27. Blow my head off with a shotgun tomorrow.
638215268603461000,negative,"I'd say this makes me think of Sarah Palin's ""I can see Russia"" moment, but that's basically the whole GOP. http://t.co/NQZHF46Pbg"
641600465470361000,negative,I'd vote for Trump as a joke (he's in the WWE HOF ffs) but I'm too scared he'd actually win. At least he'd be the 1st Pres to be stunner'd
639450187115593000,negative,I'm all for exploring but this look like the island from Jurassic park lll I may have to skip  https://t.co/ZpQUAcvTKd
641376359034568000,negative,"I'm at my follow limit. Rude. I will go on my iPad tomorrow and unfollow all the little bitches who ain't following back. K, bye."
625010138374623000,negative,"I'm crushed ""It's a hoax: Jay-Z and Beyonce aren't trying to buy rights to the Confederate flag http://t.co/S3HTrCvXDP via @PunditFact"""
639161527560372000,negative,I'm glad the Tories won the General Election in May. They're showing just how insensitive they really are Vote Tory. They do not give a Fuck
641470824239632000,negative,I'm going to fight Justin tomorrow during lunch idc idc dc
624381270378835000,negative,I'm going to hang myself if Neil Young plays his dumb Monsanto protest album front to back tomorrow night. Sorry Neil.
640934632662429000,negative,I'm going to see how long I can go without getting caught for wearing Nike shorts tomorrow ..
635547421494239000,negative,I'm here watching golf hoping Tiger Woods can do well and this ass hole Triple bogey the 11th hole!!!
634504470580346000,negative,"I'm in the process of updating to Windows 10. Close your home windows, wherever you are.....my screams may soon be deafening."
640713164930154000,negative,I'm sad I can't watch Messi and the Argentina squad on Tuesday :(
632662727647891000,negative,I'm still sad that Sun is gone. And who was the genius that sold them to Oracle? That's like letting Darth Vader babysit your kids.
641607640703893000,negative,"Idk how I feel about going to darts every Wednesday. Like I'm pretty sure every person there for darts is voting for Trump, but idk."
633598022723760000,negative,"If Cena ties Ric Flair's 16th World Titles, that will truly be a slap in the face of Flair. Ridiculous #RAW"
638359493559123000,negative,"If Draxler news is true, Juventus has been humiliated this transfer window. May be leaving without the trequartista they need and 0-2."
638768064427855000,negative,"If it weren't for Christians, the Aztecs would never have stopped killing babies (like Planned Parenthood does.) https://t.co/PhRTVJIldR"
639457637487222000,negative,If Jeb Bush wins by some far chance the flood gate will be really opened and our 1st language will be spanish
641454276854857000,negative,"If Messi gets injured tonight, Dallas won't exist tomorrow. https://t.co/9JlZf9f5Lh"
639737580859326000,negative,"If Scotland woke up tomorrow and decided we were going to Vote Tory, Tommy Sheridan would rip his shirt off to reveal a Thatcher tattoo."
638090040254574000,negative,If there is a silver lining this shows LVG if we dont buy anyone b4 Tuesday we is fucked!! Fuck it i would take Zlatan!!
640274726661828000,negative,"If there were an election tomorrow,UKIP still wouldnt get a great number of MP's,I hate to say it but I think this country is about finished"
641545859285434000,negative,If this new iPhone sounds like it'll suck after tomorrow's announcement then the joke's on me for saving up to get it.
638479211263463000,negative,"If you are still wondering what laws have been broken by Planned Parenthood, read CMP's open letter. #defundPP https://t.co/PuJszdAyCp"
632773396183453000,negative,if you can't handle me blasting mariah carey fantasy on repeat with all of the windows open on a sunday arvo then don't live in rosebery nsw
635754036835262000,negative,If you did not vote UKIP in May then you are a major part of the illegal immigrant problem and no part at all of the solution.....
641555550396882000,negative,If you treated #Hillary2016 like you did Christie or Trump rather than as a human punching bag she may talk to you. #morningjoe
641311477220163000,negative,"If you violate a restraining order and have to go to jail, it may be because the deputy voted for Obama #TheMoreYouKnow"
640281963920658000,negative,"If you're dumb enough to believe the Planned Parenthood sting videos, you are complicit in burning an office http://t.co/ifN31B9l3k"
638145197919064000,negative,If you're having a good day just remember that Teen Wolf isn't on tomorrow.
634388171321671000,negative,"im so bored i dont want to watch jurassic park for the hundredth time, i just want it to fucking be sunday already.."
641338133049573000,negative,"Im so sad in class i was like "" im seeing Taylor SWIFT tomorrow!"" and everyone was like ""i fucking hate her she's so fake and ugly"""
640518872412626000,negative,Imagine how deprived we'd be without the Sunday morning shows sharing with us the wisdom of Sarah Palin and Dick Cheney. #p2 #topprog
633513986424619000,negative,Imma cry if Cena win the WWE Title this Sunday. There is no way he should tie Ric Flair's record for most world title reigns
641071260944990000,negative,"In boxing a 1-2 punch means a potential knock out If George W Bush was the 1st Punch in America's face, we were lucky to escape Sarah Palin"
633146859624632000,negative,Intended to finish my Windows 10 slides for the Aug @NelaInfoSec event.  Couldn't connect SP3 to internet; gave up.  Must complete tomorrow.
641527589782163000,negative,Iran was the biggest supporter of terrorist until obama pushed them out of 1st place!
640027092919316000,negative,ISBPL: #NEWS Joe Biden's wife may share his misgivings about another race: Jill Biden campaigned actively for ... http://t.co/Mmg8wDzAS9
640240604631404000,negative,It absolutely bothers the Liberals that SCOTUS ruled the 1st amendment applies to campaign cash as founder's intended! @cspanwj #PJNET #P2
633876839501434000,negative,"It is almost 2 o'clock in the morning, I have school tomorrow and my roommate is singing Mariah Carey at the top of his lungs in the shower."
641668382421590000,negative,"It may be the end of the world as we know it, but Trump's feeling fine."
638298072733216000,negative,"It really sucks how teen wolf are making more videos in January but not now, all well! I guess I'll just have to wait.... :/"
641359984568078000,negative,It was a Disrespectful Travestys for POTUS to send 2 Pro-Aborts (Pelosi &amp; Biden) to the Pope's Installation! https://t.co/a9ivhV29eV
641295790481231000,negative,It was just a matter of time. This Pope's day may be numbered as head of church -&gt; Conservative dissent is (cont) http://t.co/eEdlaePs3E
637503002656444000,negative,It would be a strategic mistake of the 1st order 4 Tsipras (let alone a genuine anti-austerity politician) to seek and maintain a leading ..
637305388216524000,negative,It would be refreshing for CNN to give as much attention to the monsters at Planned Parenthood as you are to a panda https://t.co/16C8BebIpB
641654927681417000,negative,"it's 1am i should sleep i have school tomorrow ugh i miss teen wolf, can january pls come fast already"
639717435487092000,negative,It's already Friday. Not the TGIF kind of Friday... Can time freeze for a while?
634838845687758000,negative,"It's Friday night and I'm learning about Oracle SQL Developer.  Sort it out Daniel, I should be getting drunk."
641645881851256000,negative,"It's Justin's funeral tomorrow, it was a pleasure to have known and worked with such a great racer. RIP Badass   https://t.co/HFCoNcJ4Vz"
640646935485898000,negative,It's possible Sarah Palin may be more of a moron than trump.. They said it was impossible
640345491503378000,negative,It's Saturday night in Vegas. I'm stuck with no clothes. Wonder if I can go out and have a good time in my Nike gym outfit? @SouthwestAir
628150426156838000,negative,Italian police stopped California rapper Snoop Dogg on Friday as he prepared to board a private plane bound for... http://t.co/DH38uKpUZI
640629592382943000,negative,Java was dead the day Sun died. I'm surprised so many tolerate(d) the bullshit Oracle community https://t.co/l8sz8xs4rQ
633293897796481000,negative,Jay-Z make time for Bey.. The President make time for the 1st lady. So where are you so busy at again?
628297332631674000,negative,"Jay-Z stole Bigs actual words damn near da 1st 8 bars on ""I just wanna love you"" (give it to me)  https://t.co/xss5q3AlZy"
627020004425232000,negative,"Jay-Z stole his whole 2nd verse from ""99 Problems"" from Bun B in the UGK song ""Touched"". Come on y'all listen to old hip hop."
640392309138395000,negative,Jeb Bush attacking Donald Trump in Spanish seems like the 2nd act of a Greek tragedy where your efforts to avoid the prophecy make it happen
638702938660171000,negative,Jeb Bush is an utter failure Should drop out now as he is in 10th place
639256707755999000,negative,"Jeb Bush may have got himself into a bit of a mess. The presidential candidate, who will appear on the first ... http://t.co/jeL8ky8CMC"
640500756076986000,negative,Jeb Bush may have lots of cash and great political organization but don't compare him to Romney.  He doesn't have the moxie needed today!
639757468097224000,negative,Jeb Bush pretending he's a co front runner but he's in 4th place and Carly Fioriana bragging how she's in 2nd place in 2 states. Losers.
641096946728308000,negative,"Jeb Bush releasing tax reform plan tomorrow, Trump will say it is stupid, Bush a moron. His plan: Make America great &amp; put on top again,"
639484408731463000,negative,Jeb Bush should speak English only as it encourages ESL /we should be honoring this country - not making it into a 3rd world one!
637326787446472000,negative,Jeb Bush's ad blitz begins Sept 15th in the early primary states. http://t.co/hKBjJ3fTcV No poll movement by October? Donors might squirm.
641468910886363000,negative,Jeb is an odd choice for a debut show. Trump would have been the only candidate to have on his 1st show. #colbertlateshow
639192675615416000,negative,"Jesus, when a Tory government is slightly to the right of The Sun... https://t.co/l4xXE1un8q"
636583537953517000,negative,"Joe Biden for Presient? Really? He may be a nice guy, but the man is a buffoon."
639489786819047000,negative,Joe Biden is not going to run for President.  He may even resign as Vice President before term ends.
640504964360503000,negative,"Joe Biden may not have the ""emotional energy"" to run for Prez but no problem with the energy level necessary for VP job? #mtp @CNNPolitics"
640935895525257000,negative,"Joe Biden on economy: 'Something is wrong': Vice President Joe Biden warned on Monday that ""something is wrong"" with the American eco..."
640981932050804000,negative,Joe Biden sat on his hands all this time never disagreeing with O.Too late Joe. U blew it.
639453806833459000,negative,Joe Biden wants to sit in on the hearings to watch Hillary's IT patsy take the 5th. https://t.co/tMomTOfyyM
639070012133634000,negative,John Kasich may is just Jeb Bush from the a different state. He's a mealy mouthed squish.  https://t.co/cDllS7Il9E
640653596141465000,negative,Just a reminder if you voted tory in may youre still a fucking selfish twat 4 months on
639240002665320000,negative,"just because ""the media"" won't say anything about it, Planned Parenthood's still doing its thrifty genocidal thing: http://t.co/00Yx9RvPfY"
639704459493416000,negative,"Just minutes after Jeb Bush bashed Donald Trump in his stump speech on Thursday, Bush was questioned by a frustrated voter on what he"
641378443150651000,negative,Just sitting here staring at my Xbox waiting for the #Destiny update to finish downloading. 30 + minutes. I may die waiting...
638116780536397000,negative,"Just spent 5 hours babysitting my 5th attempt to upgrade to Windows 10 without success. Not sure what's wrong, but it's getting ridiculous."
641254843068379000,negative,just synced saturday's live set on my ipod. time to pick up fragments of my memories together and cry on the train...
633934872181129000,negative,Just to see a bitch that looks like Jay-Z? Got me fucked up on the 7th level of hell.
641344737803284000,negative,Justin has been my bitch since the 6th grade
641437067977846000,negative,Justin Is lost in the 1st minute. No experience #elxn42
638112033246851000,negative,Juventus had two men sent off as their dismal start to defending their Serie A title continued with defeat at Roma on Sunday.
641161245828235000,negative,k so i just finished watching the 5th season of Teen Wolf and i've got a few questions 1) WTF WAS THAT 2) WHY TF IS THEO STILL ALIVE
